"Row ID","Geography ID","Name","Variable Code","Variable","Value","Variable Unit","Date","Location"
"19029_2003_CAINC1-3_annual","19029","Cass","CAINC1-3","Per capita personal income","$26,193","Dollars","12/31/2003","POINT (-94.933302 41.333824)"
"19029_2004_CAINC1-1_annual","19029","Cass","CAINC1-1","Personal income","$416,595","Thousands of dollars","12/31/2004","POINT (-94.933302 41.333824)"
"19029_2004_CAINC1-3_annual","19029","Cass","CAINC1-3","Per capita personal income","$29,458","Dollars","12/31/2004","POINT (-94.933302 41.333824)"
"19029_2005_CAINC1-1_annual","19029","Cass","CAINC1-1","Personal income","$413,176","Thousands of dollars","12/31/2005","POINT (-94.933302 41.333824)"
"19029_2005_CAINC1-3_annual","19029","Cass","CAINC1-3","Per capita personal income","$29,508","Dollars","12/31/2005","POINT (-94.933302 41.333824)"
"19029_2006_CAINC1-1_annual","19029","Cass","CAINC1-1","Personal income","$426,195","Thousands of dollars","12/31/2006","POINT (-94.933302 41.333824)"
"19029_2006_CAINC1-3_annual","19029","Cass","CAINC1-3","Per capita personal income","$30,397","Dollars","12/31/2006","POINT (-94.933302 41.333824)"
"19029_2007_CAINC1-1_annual","19029","Cass","CAINC1-1","Personal income","$450,481","Thousands of dollars","12/31/2007","POINT (-94.933302 41.333824)"
"19029_2007_CAINC1-3_annual","19029","Cass","CAINC1-3","Per capita personal income","$32,205","Dollars","12/31/2007","POINT (-94.933302 41.333824)"
"19029_2008_CAINC1-1_annual","19029","Cass","CAINC1-1","Personal income","$497,721","Thousands of dollars","12/31/2008","POINT (-94.933302 41.333824)"
"19029_2008_CAINC1-3_annual","19029","Cass","CAINC1-3","Per capita personal income","$35,717","Dollars","12/31/2008","POINT (-94.933302 41.333824)"
"19029_2009_CAINC1-1_annual","19029","Cass","CAINC1-1","Personal income","$481,435","Thousands of dollars","12/31/2009","POINT (-94.933302 41.333824)"
"19029_2009_CAINC1-3_annual","19029","Cass","CAINC1-3","Per capita personal income","$34,514","Dollars","12/31/2009","POINT (-94.933302 41.333824)"
"19029_2010_CAINC1-1_annual","19029","Cass","CAINC1-1","Personal income","$488,706","Thousands of dollars","12/31/2010","POINT (-94.933302 41.333824)"
"19029_2010_CAINC1-3_annual","19029","Cass","CAINC1-3","Per capita personal income","$35,073","Dollars","12/31/2010","POINT (-94.933302 41.333824)"
"19029_2011_CAINC1-1_annual","19029","Cass","CAINC1-1","Personal income","$533,208","Thousands of dollars","12/31/2011","POINT (-94.933302 41.333824)"
"19029_2011_CAINC1-3_annual","19029","Cass","CAINC1-3","Per capita personal income","$38,638","Dollars","12/31/2011","POINT (-94.933302 41.333824)"
"19029_2012_CAINC1-1_annual","19029","Cass","CAINC1-1","Personal income","$540,846","Thousands of dollars","12/31/2012","POINT (-94.933302 41.333824)"
"19029_2012_CAINC1-3_annual","19029","Cass","CAINC1-3","Per capita personal income","$39,289","Dollars","12/31/2012","POINT (-94.933302 41.333824)"
"19029_2013_CAINC1-1_annual","19029","Cass","CAINC1-1","Personal income","$555,771","Thousands of dollars","12/31/2013","POINT (-94.933302 41.333824)"
"19029_2013_CAINC1-3_annual","19029","Cass","CAINC1-3","Per capita personal income","$40,665","Dollars","12/31/2013","POINT (-94.933302 41.333824)"
"19029_2014_CAINC1-1_annual","19029","Cass","CAINC1-1","Personal income","$561,408","Thousands of dollars","12/31/2014","POINT (-94.933302 41.333824)"
"19029_2014_CAINC1-3_annual","19029","Cass","CAINC1-3","Per capita personal income","$41,521","Dollars","12/31/2014","POINT (-94.933302 41.333824)"
"19029_2015_CAINC1-1_annual","19029","Cass","CAINC1-1","Personal income","$584,727","Thousands of dollars","12/31/2015","POINT (-94.933302 41.333824)"
"19029_2015_CAINC1-3_annual","19029","Cass","CAINC1-3","Per capita personal income","$43,281","Dollars","12/31/2015","POINT (-94.933302 41.333824)"
"19029_2016_CAINC1-1_annual","19029","Cass","CAINC1-1","Personal income","$565,626","Thousands of dollars","12/31/2016","POINT (-94.933302 41.333824)"
"19029_2016_CAINC1-3_annual","19029","Cass","CAINC1-3","Per capita personal income","$42,268","Dollars","12/31/2016","POINT (-94.933302 41.333824)"
"19029_2017_CAINC1-1_annual","19029","Cass","CAINC1-1","Personal income","$582,987","Thousands of dollars","12/31/2017","POINT (-94.933302 41.333824)"
"19029_2017_CAINC1-3_annual","19029","Cass","CAINC1-3","Per capita personal income","$43,607","Dollars","12/31/2017","POINT (-94.933302 41.333824)"
"19029_2018_CAINC1-1_annual","19029","Cass","CAINC1-1","Personal income","$605,524","Thousands of dollars","12/31/2018","POINT (-94.933302 41.333824)"
"19029_2018_CAINC1-3_annual","19029","Cass","CAINC1-3","Per capita personal income","$45,880","Dollars","12/31/2018","POINT (-94.933302 41.333824)"
"19029_2019_CAINC1-1_annual","19029","Cass","CAINC1-1","Personal income","$619,405","Thousands of dollars","12/31/2019","POINT (-94.933302 41.333824)"
"19029_2019_CAINC1-3_annual","19029","Cass","CAINC1-3","Per capita personal income","$47,326","Dollars","12/31/2019","POINT (-94.933302 41.333824)"
"19029_2020_CAINC1-1_annual","19029","Cass","CAINC1-1","Personal income","$651,822","Thousands of dollars","12/31/2020","POINT (-94.933302 41.333824)"
"19029_2020_CAINC1-3_annual","19029","Cass","CAINC1-3","Per capita personal income","$49,689","Dollars","12/31/2020","POINT (-94.933302 41.333824)"
"19029_2021_CAINC1-1_annual","19029","Cass","CAINC1-1","Personal income","$740,764","Thousands of dollars","12/31/2021","POINT (-94.933302 41.333824)"
"19029_2021_CAINC1-3_annual","19029","Cass","CAINC1-3","Per capita personal income","$56,698","Dollars","12/31/2021","POINT (-94.933302 41.333824)"
"19029_2022_CAINC1-1_annual","19029","Cass","CAINC1-1","Personal income","$773,968","Thousands of dollars","12/31/2022","POINT (-94.933302 41.333824)"
"19029_2022_CAINC1-3_annual","19029","Cass","CAINC1-3","Per capita personal income","$59,063","Dollars","12/31/2022","POINT (-94.933302 41.333824)"
"19031_1997_CAINC1-1_annual","19031","Cedar","CAINC1-1","Personal income","$450,179","Thousands of dollars","12/31/1997","POINT (-91.132611 41.77236)"
"19031_1997_CAINC1-3_annual","19031","Cedar","CAINC1-3","Per capita personal income","$24,869","Dollars","12/31/1997","POINT (-91.132611 41.77236)"
"19031_1998_CAINC1-1_annual","19031","Cedar","CAINC1-1","Personal income","$466,271","Thousands of dollars","12/31/1998","POINT (-91.132611 41.77236)"
"19031_1998_CAINC1-3_annual","19031","Cedar","CAINC1-3","Per capita personal income","$25,822","Dollars","12/31/1998","POINT (-91.132611 41.77236)"
"19031_1999_CAINC1-1_annual","19031","Cedar","CAINC1-1","Personal income","$474,218","Thousands of dollars","12/31/1999","POINT (-91.132611 41.77236)"
"19031_1999_CAINC1-3_annual","19031","Cedar","CAINC1-3","Per capita personal income","$26,087","Dollars","12/31/1999","POINT (-91.132611 41.77236)"
"19031_2000_CAINC1-1_annual","19031","Cedar","CAINC1-1","Personal income","$518,764","Thousands of dollars","12/31/2000","POINT (-91.132611 41.77236)"
"19031_2000_CAINC1-3_annual","19031","Cedar","CAINC1-3","Per capita personal income","$28,505","Dollars","12/31/2000","POINT (-91.132611 41.77236)"
"19031_2001_CAINC1-1_annual","19031","Cedar","CAINC1-1","Personal income","$527,381","Thousands of dollars","12/31/2001","POINT (-91.132611 41.77236)"
"19031_2001_CAINC1-3_annual","19031","Cedar","CAINC1-3","Per capita personal income","$29,095","Dollars","12/31/2001","POINT (-91.132611 41.77236)"
"19031_2002_CAINC1-1_annual","19031","Cedar","CAINC1-1","Personal income","$536,569","Thousands of dollars","12/31/2002","POINT (-91.132611 41.77236)"
"19031_2002_CAINC1-3_annual","19031","Cedar","CAINC1-3","Per capita personal income","$29,563","Dollars","12/31/2002","POINT (-91.132611 41.77236)"
"19031_2003_CAINC1-1_annual","19031","Cedar","CAINC1-1","Personal income","$543,917","Thousands of dollars","12/31/2003","POINT (-91.132611 41.77236)"
"19031_2003_CAINC1-3_annual","19031","Cedar","CAINC1-3","Per capita personal income","$29,846","Dollars","12/31/2003","POINT (-91.132611 41.77236)"
"19031_2004_CAINC1-1_annual","19031","Cedar","CAINC1-1","Personal income","$577,139","Thousands of dollars","12/31/2004","POINT (-91.132611 41.77236)"
"19031_2004_CAINC1-3_annual","19031","Cedar","CAINC1-3","Per capita personal income","$31,628","Dollars","12/31/2004","POINT (-91.132611 41.77236)"
"19031_2005_CAINC1-1_annual","19031","Cedar","CAINC1-1","Personal income","$575,116","Thousands of dollars","12/31/2005","POINT (-91.132611 41.77236)"
"19031_2005_CAINC1-3_annual","19031","Cedar","CAINC1-3","Per capita personal income","$31,577","Dollars","12/31/2005","POINT (-91.132611 41.77236)"
"19031_2006_CAINC1-1_annual","19031","Cedar","CAINC1-1","Personal income","$618,203","Thousands of dollars","12/31/2006","POINT (-91.132611 41.77236)"
"19031_2006_CAINC1-3_annual","19031","Cedar","CAINC1-3","Per capita personal income","$33,723","Dollars","12/31/2006","POINT (-91.132611 41.77236)"
"19031_2007_CAINC1-1_annual","19031","Cedar","CAINC1-1","Personal income","$666,754","Thousands of dollars","12/31/2007","POINT (-91.132611 41.77236)"
"19031_2007_CAINC1-3_annual","19031","Cedar","CAINC1-3","Per capita personal income","$36,393","Dollars","12/31/2007","POINT (-91.132611 41.77236)"
"19031_2008_CAINC1-1_annual","19031","Cedar","CAINC1-1","Personal income","$721,061","Thousands of dollars","12/31/2008","POINT (-91.132611 41.77236)"
"19031_2008_CAINC1-3_annual","19031","Cedar","CAINC1-3","Per capita personal income","$39,061","Dollars","12/31/2008","POINT (-91.132611 41.77236)"
"19031_2009_CAINC1-1_annual","19031","Cedar","CAINC1-1","Personal income","$713,538","Thousands of dollars","12/31/2009","POINT (-91.132611 41.77236)"
"19031_2009_CAINC1-3_annual","19031","Cedar","CAINC1-3","Per capita personal income","$38,657","Dollars","12/31/2009","POINT (-91.132611 41.77236)"
"19031_2010_CAINC1-1_annual","19031","Cedar","CAINC1-1","Personal income","$726,546","Thousands of dollars","12/31/2010","POINT (-91.132611 41.77236)"
"19031_2010_CAINC1-3_annual","19031","Cedar","CAINC1-3","Per capita personal income","$39,373","Dollars","12/31/2010","POINT (-91.132611 41.77236)"
"19031_2011_CAINC1-1_annual","19031","Cedar","CAINC1-1","Personal income","$817,571","Thousands of dollars","12/31/2011","POINT (-91.132611 41.77236)"
"19031_2011_CAINC1-3_annual","19031","Cedar","CAINC1-3","Per capita personal income","$44,520","Dollars","12/31/2011","POINT (-91.132611 41.77236)"
"19031_2012_CAINC1-1_annual","19031","Cedar","CAINC1-1","Personal income","$852,792","Thousands of dollars","12/31/2012","POINT (-91.132611 41.77236)"
"19031_2012_CAINC1-3_annual","19031","Cedar","CAINC1-3","Per capita personal income","$46,593","Dollars","12/31/2012","POINT (-91.132611 41.77236)"
"19031_2013_CAINC1-1_annual","19031","Cedar","CAINC1-1","Personal income","$887,026","Thousands of dollars","12/31/2013","POINT (-91.132611 41.77236)"
"19031_2013_CAINC1-3_annual","19031","Cedar","CAINC1-3","Per capita personal income","$48,644","Dollars","12/31/2013","POINT (-91.132611 41.77236)"
"19031_2014_CAINC1-1_annual","19031","Cedar","CAINC1-1","Personal income","$895,614","Thousands of dollars","12/31/2014","POINT (-91.132611 41.77236)"
"19031_2014_CAINC1-3_annual","19031","Cedar","CAINC1-3","Per capita personal income","$48,978","Dollars","12/31/2014","POINT (-91.132611 41.77236)"
"19031_2015_CAINC1-1_annual","19031","Cedar","CAINC1-1","Personal income","$915,474","Thousands of dollars","12/31/2015","POINT (-91.132611 41.77236)"
"19031_2015_CAINC1-3_annual","19031","Cedar","CAINC1-3","Per capita personal income","$50,114","Dollars","12/31/2015","POINT (-91.132611 41.77236)"
"19031_2016_CAINC1-1_annual","19031","Cedar","CAINC1-1","Personal income","$919,618","Thousands of dollars","12/31/2016","POINT (-91.132611 41.77236)"
"19031_2016_CAINC1-3_annual","19031","Cedar","CAINC1-3","Per capita personal income","$50,077","Dollars","12/31/2016","POINT (-91.132611 41.77236)"
"19031_2017_CAINC1-1_annual","19031","Cedar","CAINC1-1","Personal income","$934,378","Thousands of dollars","12/31/2017","POINT (-91.132611 41.77236)"
"19031_2017_CAINC1-3_annual","19031","Cedar","CAINC1-3","Per capita personal income","$50,499","Dollars","12/31/2017","POINT (-91.132611 41.77236)"
"19031_2018_CAINC1-1_annual","19031","Cedar","CAINC1-1","Personal income","$983,706","Thousands of dollars","12/31/2018","POINT (-91.132611 41.77236)"
"19031_2018_CAINC1-3_annual","19031","Cedar","CAINC1-3","Per capita personal income","$53,102","Dollars","12/31/2018","POINT (-91.132611 41.77236)"
"19031_2019_CAINC1-1_annual","19031","Cedar","CAINC1-1","Personal income","$991,288","Thousands of dollars","12/31/2019","POINT (-91.132611 41.77236)"
"19031_2019_CAINC1-3_annual","19031","Cedar","CAINC1-3","Per capita personal income","$53,410","Dollars","12/31/2019","POINT (-91.132611 41.77236)"
"19031_2020_CAINC1-1_annual","19031","Cedar","CAINC1-1","Personal income","$1,026,633","Thousands of dollars","12/31/2020","POINT (-91.132611 41.77236)"
"19031_2020_CAINC1-3_annual","19031","Cedar","CAINC1-3","Per capita personal income","$55,521","Dollars","12/31/2020","POINT (-91.132611 41.77236)"
"19031_2021_CAINC1-1_annual","19031","Cedar","CAINC1-1","Personal income","$1,155,897","Thousands of dollars","12/31/2021","POINT (-91.132611 41.77236)"
"19031_2021_CAINC1-3_annual","19031","Cedar","CAINC1-3","Per capita personal income","$62,671","Dollars","12/31/2021","POINT (-91.132611 41.77236)"
"19031_2022_CAINC1-1_annual","19031","Cedar","CAINC1-1","Personal income","$1,201,891","Thousands of dollars","12/31/2022","POINT (-91.132611 41.77236)"
"19031_2022_CAINC1-3_annual","19031","Cedar","CAINC1-3","Per capita personal income","$65,324","Dollars","12/31/2022","POINT (-91.132611 41.77236)"
"19033_1997_CAINC1-1_annual","19033","Cerro Gordo","CAINC1-1","Personal income","$1,104,475","Thousands of dollars","12/31/1997","POINT (-93.250965 43.074975)"
"19033_1997_CAINC1-3_annual","19033","Cerro Gordo","CAINC1-3","Per capita personal income","$23,454","Dollars","12/31/1997","POINT (-93.250965 43.074975)"
"19033_1998_CAINC1-1_annual","19033","Cerro Gordo","CAINC1-1","Personal income","$1,153,306","Thousands of dollars","12/31/1998","POINT (-93.250965 43.074975)"
"19033_1998_CAINC1-3_annual","19033","Cerro Gordo","CAINC1-3","Per capita personal income","$24,565","Dollars","12/31/1998","POINT (-93.250965 43.074975)"
"19033_1999_CAINC1-1_annual","19033","Cerro Gordo","CAINC1-1","Personal income","$1,173,974","Thousands of dollars","12/31/1999","POINT (-93.250965 43.074975)"
"19033_1999_CAINC1-3_annual","19033","Cerro Gordo","CAINC1-3","Per capita personal income","$25,173","Dollars","12/31/1999","POINT (-93.250965 43.074975)"
"19033_2000_CAINC1-1_annual","19033","Cerro Gordo","CAINC1-1","Personal income","$1,241,748","Thousands of dollars","12/31/2000","POINT (-93.250965 43.074975)"
"19033_2000_CAINC1-3_annual","19033","Cerro Gordo","CAINC1-3","Per capita personal income","$26,768","Dollars","12/31/2000","POINT (-93.250965 43.074975)"
"19033_2001_CAINC1-1_annual","19033","Cerro Gordo","CAINC1-1","Personal income","$1,267,026","Thousands of dollars","12/31/2001","POINT (-93.250965 43.074975)"
"19033_2001_CAINC1-3_annual","19033","Cerro Gordo","CAINC1-3","Per capita personal income","$27,638","Dollars","12/31/2001","POINT (-93.250965 43.074975)"
"19033_2002_CAINC1-1_annual","19033","Cerro Gordo","CAINC1-1","Personal income","$1,290,712","Thousands of dollars","12/31/2002","POINT (-93.250965 43.074975)"
"19033_2002_CAINC1-3_annual","19033","Cerro Gordo","CAINC1-3","Per capita personal income","$28,411","Dollars","12/31/2002","POINT (-93.250965 43.074975)"
"19033_2003_CAINC1-1_annual","19033","Cerro Gordo","CAINC1-1","Personal income","$1,386,034","Thousands of dollars","12/31/2003","POINT (-93.250965 43.074975)"
"19033_2003_CAINC1-3_annual","19033","Cerro Gordo","CAINC1-3","Per capita personal income","$30,521","Dollars","12/31/2003","POINT (-93.250965 43.074975)"
"19033_2004_CAINC1-1_annual","19033","Cerro Gordo","CAINC1-1","Personal income","$1,510,661","Thousands of dollars","12/31/2004","POINT (-93.250965 43.074975)"
"19033_2004_CAINC1-3_annual","19033","Cerro Gordo","CAINC1-3","Per capita personal income","$33,575","Dollars","12/31/2004","POINT (-93.250965 43.074975)"
"19033_2005_CAINC1-1_annual","19033","Cerro Gordo","CAINC1-1","Personal income","$1,575,281","Thousands of dollars","12/31/2005","POINT (-93.250965 43.074975)"
"19033_2005_CAINC1-3_annual","19033","Cerro Gordo","CAINC1-3","Per capita personal income","$35,209","Dollars","12/31/2005","POINT (-93.250965 43.074975)"
"19033_2006_CAINC1-1_annual","19033","Cerro Gordo","CAINC1-1","Personal income","$1,598,257","Thousands of dollars","12/31/2006","POINT (-93.250965 43.074975)"
"19033_2006_CAINC1-3_annual","19033","Cerro Gordo","CAINC1-3","Per capita personal income","$35,891","Dollars","12/31/2006","POINT (-93.250965 43.074975)"
"19033_2007_CAINC1-1_annual","19033","Cerro Gordo","CAINC1-1","Personal income","$1,683,251","Thousands of dollars","12/31/2007","POINT (-93.250965 43.074975)"
"19033_2007_CAINC1-3_annual","19033","Cerro Gordo","CAINC1-3","Per capita personal income","$37,859","Dollars","12/31/2007","POINT (-93.250965 43.074975)"
"19033_2008_CAINC1-1_annual","19033","Cerro Gordo","CAINC1-1","Personal income","$1,769,395","Thousands of dollars","12/31/2008","POINT (-93.250965 43.074975)"
"19033_2008_CAINC1-3_annual","19033","Cerro Gordo","CAINC1-3","Per capita personal income","$39,955","Dollars","12/31/2008","POINT (-93.250965 43.074975)"
